PAID;FECHA_REGISTRO;UNIDAD_NOMBRE;PROYECTO_RNPC;UNIDAD_DEPARTAMENTO;DESTINO_DEPARTAMENTO;DESTINO_CIUDAD;ATENCION_TIPO_TRAMITE;ATENCION_DESTINO;ATENCION_TEMA;ATENCION_MOTIVO;ATENCION_ESTADO;PERSONA_RANGO_EDAD;PERSONA_CONDICION_DISCAPACIDAD;PERSONA_POBLACION_ESPECIAL;PERSONA_GENERO;PERSONA_PROFESION;PERSONA_ACEPTA_HABEAS_DATA;TIPO_EMPRESA;EMPRESA_TIPO_DOCUMENTO;EMPRESA_RAZON_SOCIAL;ESTADO_SERVICIO;CAUSAL;TIPO_PRODUCTO;NOMBRE_PRODUCTO;VALOR_PRODUCTO;FECHA_ADQUISICION;FECHA_ULTIMO_ENCUENTRO;FECHA_FIN_ULTIMO_ENCUENTRO;FECHA_FIN_REAL;ENCUENTRO_ACORDADO;FECHA_CONTRATO;DURACION
1105459;23/08/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Profesional;SI;FORMAL;NIT;LA CASA DEL POLICARBONATO;CERRADO-ICOM;Incumplimiento de la garantía;Bien;TEJAS DE POLICARBONATO;870000;3/11/2018 0:00;30/08/2023;13/09/2023;13/09/2023;NO;;21
1136196;25/09/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;DENTIX COLOMBIA S.A.S ;ACORDADO;Incumplimiento de la garantía;Servicio;tratamiento odontológico;6655500;10/11/2022 0:00;2/10/2023;26/10/2023;26/10/2023;SI;26/10/2023 15:54;31
1302382;9/02/2024;CR SAN ANDRES;Casas del Consumidor Regional;SAN ANDRES;SAN ANDRES;SAN ANDRES;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Tecnólogo;SI;FORMAL;NIT;SERVISTAR CONSTRUMUNDO SAS;AGENDADO;Incumplimiento de la garantía;Bien;PATINETA E12 GRIS - NARANJA SEGWAY ;1350000;14/12/2023 0:00;12/02/2024;;12/02/2024;NO;;3
853241;20/09/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;No indica;SI;FORMAL;NIT;CONSTRUCTORA MURAGLIA SAS;ACORDADO;Operaciones bajo sistemas de financiación;Bien;VIVIENDA DE INTERES SOCIAL ;28490000;16/09/2019 0:00;28/09/2022;30/09/2022;30/09/2022;SI;30/09/2022 13:32;10
944858;21/02/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;IBERIA LINEAS AEREAS DE ESPAÃA SOCIEDAD ANONIMA OPERADORA SUCURSAL COLOMBIANA;CERRADO-ICOM;Incumplimiento contractual;Servicio;vuelo;2162705;9/01/2020 0:00;21/02/2023;21/02/2023;21/02/2023;NO;;0
1059686;15/06/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;CASA ELECTRICA;CERRADO-ICIU;Incumplimiento de la garantía;Bien;ESTUFA ABBA;1119000;18/02/2023 0:00;23/06/2023;5/07/2023;5/07/2023;NO;;20
809206;9/08/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;FORMAL;NIT;FERREGALERAS;CERRADO-DCIU;Información o publicidad engañosa;Bien;CERAMICA ;2866500;6/08/2022 0:00;23/08/2022;24/08/2022;24/08/2022;NO;;15
1057978;14/06/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Tecnólogo;SI;FORMAL;NIT;LEGAL CIEZ S.A.S.;ACORDADO;Incumplimiento contractual;Bien;APARTAMENTO;33000000;22/08/2017 0:00;21/06/2023;22/06/2023;22/06/2023;SI;22/06/2023 9:21;8
1140561;28/09/2023;CB BOSA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BOSA;ARREGLO DIRECTO;SIC;Turismo;Derecho de retracto;Ciudadano Atendido;81 años en adelante;Ninguna ;Adulto mayor;Mujer;Básica Primaria;SI;FORMAL;NIT;WOODEN CROSS SAS;CERRADO-ICOM;Derecho de Retracto;Servicio;SERVICIOS TURISTICOS ;1480000;24/08/2023 0:00;28/09/2023;28/09/2023;28/09/2023;NO;;0
964617;8/03/2023;CB BOSA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BOSA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;CLINICAS ODONTOLOGICAS COODONTOLOGOS S.A.S.;CERRADO-ICOM;Información o publicidad engañosa;Servicio;Prestación de Servicios Odontológicos ;3000000;10/06/2022 0:00;21/03/2023;21/03/2023;21/03/2023;NO;;13
1039844;25/05/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;NO;FORMAL;NIT;IMCOMPARTES S.A.S.;CERRADO-NA;Información o publicidad engañosa;Bien;bomba de agua;420000;24/03/2023 0:00;25/05/2023;26/05/2023;26/05/2023;NO;;1
502498;26/08/2021;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;COLOMBIANA DE COMERCIO SA SIGLAS CORBETA SA Y/O ALKOSTO SA;CERRADO;Incumplimiento de la garantía;Bien;TELEVISOR MARCA SAMSUMG;2499900;19/08/2021 0:00;6/09/2021;6/09/2021;6/09/2021;NO;;11
1059639;15/06/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;ELECTROMILLONARIA;CERRADO-IAP;Incumplimiento de la garantía;Bien;ESTUFA ABBA;1119000;18/02/2023 0:00;23/06/2023;5/07/2023;5/07/2023;NO;;20
598692;26/11/2021;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;VICTORIA ADMINISTRADORES SAS;CERRADO;Incumplimiento contractual;Bien;APARTAMENTO 501 PARQUEADERO 501 CONJUNTO RESIDENCIAL SANTA LUCIA DE ATRÍZ;8695400;27/04/2017 0:00;2/12/2021;2/12/2021;2/12/2021;NO;;6
903589;22/11/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;MUEBLES ANGELA CD;ACORDADO;Incumplimiento de la garantía;Bien;UN COMEDOR;2700000;12/06/2022 0:00;22/11/2022;22/11/2022;22/11/2022;SI;22/11/2022 10:29;0
795218;26/07/2022;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;INFORMAL;;JUAN NUÑEZ - GABY COMUNICACIONES SERVICIO TECNICO;CERRADO;Incumplimiento de la garantía;Bien;Celular Huawei P20 lite ;350000;25/05/2022 0:00;5/08/2022;8/08/2022;8/08/2022;NO;;13
1028545;11/05/2023;CR BARRANQUILLA;Casas del Consumidor Regional;ATLANTICO;ATLANTICO;BARRANQUILLA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;MILTICELL;CERRADO-ICOM;Incumplimiento de la garantía;Bien;CELULAR IPHONE XR 128 GB ;1300000;2/05/2023 0:00;16/05/2023;16/05/2023;16/05/2023;NO;;5
751953;8/06/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;IBG COLOMBIA S A;CERRADO;Incumplimiento de la garantía;Bien;TELEVISOR;3024000;8/06/2021 0:00;22/06/2022;22/06/2022;22/06/2022;NO;;14
997182;10/04/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;LEGAL CIEZ S.A.S.;ACORDADO;Incumplimiento contractual;Bien;APARTAMENTO;24183300;10/01/2023 0:00;17/04/2023;18/04/2023;18/04/2023;SI;18/04/2023 11:54;8
907524;25/11/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Profesional;SI;INFORMAL;;La casa del policarbonato;CERRADO-IAP;Incumplimiento de la garantía;Bien;LAMINA DE POLICARBONATO;870000;3/11/2018 0:00;2/12/2022;14/12/2022;14/12/2022;NO;;19
968945;10/03/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;PASTO MOTORS;ACORDADO;Incumplimiento de la garantía;Bien;AUTOMOVIL RENAULT;42000000;24/02/2021 0:00;16/03/2023;21/03/2023;21/03/2023;SI;21/03/2023 11:45;11
628957;4/02/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Padre cabeza de familia;Hombre;Bachiller              ;SI;FORMAL;NIT;DENTIX COLOMBIA S.A.S ;ACORDADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;TRATAMIENTO DE ORTODONCIA;3341300;2/07/2019 0:00;17/02/2022;18/02/2022;18/02/2022;SI;18/02/2022 9:20;14
797143;28/07/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;FORMAL;NIT;LA CASA DEL VIDRIO;CERRADO-DCIU;Incumplimiento de la garantía;Bien;división en vidrio templado calibre 8;850000;10/03/2022 0:00;11/08/2022;12/08/2022;12/08/2022;NO;;15
598491;26/11/2021;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;No indica;SI;FORMAL;NIT;VICTORIA ADMINISTRADORES SAS;CERRADO;Incumplimiento contractual;Bien;APARTAMENTO 304 , 301,404 Y PARQUEADEROS 304,301,404 ;20790035;20/04/2017 0:00;2/12/2021;2/12/2021;2/12/2021;NO;;6
974172;15/03/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Básica Primaria;SI;FORMAL;NIT;AUDICOM S.A.S.;CERRADO-IAP;Incumplimiento de la garantía;Bien;audifonos;5900000;14/03/2022 0:00;15/03/2023;15/03/2023;15/03/2023;NO;;0
872379;12/10/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;No indica;SI;FORMAL;NIT;GRUPO UMA MOTOS;ACORDADO;Incumplimiento de la garantía;Bien;MOTOCICLETA PULSARNS 160 FI;7288780;28/06/2021 0:00;20/10/2022;27/10/2022;27/10/2022;SI;27/10/2022 8:52;15
874974;14/10/2022;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;MCV ENTRELAGOS SAS;CERRADO-IAP;Incumplimiento contractual;Bien;apartamento;146000000;10/07/2022 0:00;31/10/2022;1/11/2022;1/11/2022;NO;;18
855138;21/09/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Posgrado;SI;FORMAL;NIT;MES DE OCCIDENTE  SAS;ACORDADO;Incumplimiento de la garantía;Servicio;REPARACIÓN DE IMPRESORA ;7080500;12/01/2022 0:00;30/09/2022;13/10/2022;13/10/2022;SI;13/10/2022 10:07;22
904098;22/11/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Técnico;SI;FORMAL;NIT;ELECTROMILLONARIA;ACORDADO;Incumplimiento de la garantía;Bien;MOTOCICLETA XE 125;7000000;19/03/2022 0:00;22/11/2022;25/11/2022;25/11/2022;SI;25/11/2022 9:17;3
1065616;22/06/2023;CR BARRANQUILLA;Casas del Consumidor Regional;ATLANTICO;ATLANTICO;BARRANQUILLA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;TICKET SHOP BARRANQUILLA;CERRADO-ICOM;Incumplimiento contractual;Servicio;dos entradas VIP ;368000;8/08/2022 0:00;22/06/2023;23/06/2023;23/06/2023;NO;;1
1115562;5/09/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Profesional;SI;FORMAL;NIT;INMUSALUD SAS;ACORDADO;Derecho de Retracto;Bien;productos naturales;1520000;15/06/2023 0:00;13/09/2023;21/09/2023;21/09/2023;SI;21/09/2023 11:58;16
1110895;30/08/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Profesional;SI;FORMAL;NIT;COBERTURA MAGNA S.A.S.;CERRADO-ICOM;Incumplimiento de la garantía;Servicio;elaboración de muebles;30500000;8/05/2023 0:00;6/09/2023;21/09/2023;21/09/2023;NO;;22
1197713;31/10/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;LAVANDERIA UNIVERSAL;CERRADO-NA;Incumplimiento de la garantía;Servicio;Lavandería;1400000;13/09/2023 0:00;9/11/2023;14/11/2023;14/11/2023;NO;;14
704728;21/04/2022;CR VILLAVICENCIO;Casas del Consumidor Regional;META;META;VILLAVICENCIO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;No indica;Bachiller              ;SI;INFORMAL;;YINA FERNANDA TILAGUY RODRIGUEZ - TALLER DE JOYERIA ROLEX DORADO;CERRADO;Incumplimiento de la garantía;Servicio;MODIFICACION DE CANDONGAS EN ORO BLANCO ;200000;26/03/2022 0:00;28/04/2022;28/04/2022;28/04/2022;NO;;7
1220531;14/11/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Protección Contractual;Cláusulas abusivas;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Posgrado;SI;FORMAL;NIT;GRUPO EMPRESARIAL TRAVEL SAS;CERRADO-NA;Servicios turísticos;Servicio;intermediación turística;3600000;12/08/2023 0:00;17/11/2023;17/11/2023;17/11/2023;NO;;3
1220506;14/11/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;DENTIX COLOMBIA S.A.S ;CERRADO-NA;Incumplimiento de la garantía;Servicio;odontología;8629740;20/11/2018 0:00;21/12/2023;26/12/2023;26/12/2023;NO;;42
685912;31/03/2022;CR VILLAVICENCIO;Casas del Consumidor Regional;META;META;VILLAVICENCIO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;biospa;CERRADO;Incumplimiento de la garantía;Servicio;DEVOLUCION DE DINERO POR UN SERVICIO QUE NO SE PRESTO;300000;16/11/2021 0:00;22/04/2022;22/04/2022;22/04/2022;NO;;22
1138955;27/09/2023;CB BOSA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BOSA;ARREGLO DIRECTO;SIC;Turismo;Derecho de retracto;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;SOLARIS INC COLOMBIA SAS;ACORDADO;Derecho de Retracto;Servicio;Servicios turisticos ;1620000;9/09/2023 0:00;26/10/2023;3/11/2023;3/11/2023;SI;3/11/2023 13:14;37
1112217;31/08/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Bachiller              ;SI;FORMAL;NIT;SPORTS GLOBAL BRANDS S A S;ACORDADO;Incumplimiento de la garantía;Bien;calzado;192040;3/07/2023 0:00;31/08/2023;21/09/2023;21/09/2023;SI;21/09/2023 15:16;21
680426;25/03/2022;CR VILLAVICENCIO;Casas del Consumidor Regional;META;META;VILLAVICENCIO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;CELUMATRIX;CERRADO;Incumplimiento de la garantía;Bien;CELULAR NOKIA 106;90000;17/02/2022 0:00;31/03/2022;1/04/2022;1/04/2022;NO;;7
1148049;4/10/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;INFORMAL;;lvanderia garby;CERRADO-ICOM;Incumplimiento de la garantía;Bien;chaqueta cuerina;220000;7/07/2023 0:00;10/10/2023;2/11/2023;2/11/2023;NO;;29
1220601;14/11/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Protección Contractual;Cláusulas abusivas;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;FORMAL;NIT;UNIVERSO TURÍSTICO HYR;ACORDADO;Servicios turísticos;Bien;intermediación turística;2900000;29/09/2023 0:00;5/12/2023;6/12/2023;6/12/2023;SI;6/12/2023 12:50;22
1046099;31/05/2023;RUTA 1;Rutas del Consumidor;BOGOTA;PUTUMAYO;MOCOA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;IMPORTADORA LIDER DEL SUR S.A.S;CERRADO-ICOM;Incumplimiento de la garantía;Bien;motocicleta marca VICTORY, línea: MRX 125 CAMO, Modelo: 2022 Cilindrada: 124, Color: NEGRO NEBULOSA, Motor No.: ZS152FMI55N109236, Chasis No. 9GFCJL8NKA20165 ;7820000;23/03/2023 0:00;1/06/2023;2/06/2023;2/06/2023;NO;;2
650365;24/02/2022;CR BARRANQUILLA;Casas del Consumidor Regional;ATLANTICO;ATLANTICO;BARRANQUILLA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;SERI PTL SAS;CERRADO;Incumplimiento de la garantía;Servicio;REPARACION DE LAVADORA;600000;21/01/2022 0:00;4/03/2022;9/03/2022;9/03/2022;NO;;13
786497;18/07/2022;CR PEREIRA;Casas del Consumidor Regional;RISARALDA;RISARALDA;PEREIRA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Niño/Niña/Adolescente;Hombre;Básica Primaria;SI;INFORMAL;;MTM MUEBLES Y ELECTRODOMESTICOS Y/O  MAURICIO TORO MONTOYA;CERRADO;Incumplimiento de la garantía;Bien;EQUIPO CELULAR MARCA SAMSUNG A21S ;1400000;9/04/2022 0:00;29/07/2022;29/07/2022;29/07/2022;NO;;11
1122708;13/09/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;COPYSUMINISTROS PASTO;CERRADO-ICIU;Incumplimiento de la garantía;Bien;Fotocopiadora;3700000;5/07/2023 0:00;20/09/2023;29/09/2023;29/09/2023;NO;;16
1300201;8/02/2024;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;SANTIAGO ARC ASOCIADOS SAS;ACORDADO;Incumplimiento contractual;Bien;CONSTRUCCIÓN DE CASA DE HABITACIÓN;73000000;19/10/2021 0:00;22/02/2024;23/02/2024;23/02/2024;SI;23/02/2024 8:41;15
446065;29/06/2021;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;JOSE CLAUDIO LOPEZ ERASO (ASDECOM);CERRADO;Incumplimiento contractual;Servicio;PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA GESTIÓN DE DE TRÁMITE DE PENSIÓN;3400000;13/11/2018 0:00;12/07/2021;12/07/2021;12/07/2021;NO;;13
489966;13/08/2021;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;COLOMBIANA DE COMERCIO SA SIGLAS CORBETA SA Y/O ALKOSTO SA;CERRADO;Incumplimiento de la garantía;Bien;portátil ACER A315-53G-59TV-CO ;2979900;23/04/2020 0:00;26/08/2021;26/08/2021;26/08/2021;NO;;13
1078660;6/07/2023;CR PEREIRA;Casas del Consumidor Regional;RISARALDA;RISARALDA;PEREIRA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;DUCHESS FASHION GROUP S.A.S;CERRADO-ICOM;Incumplimiento de la garantía;Bien;Adquisicion prenda de vestir ZAPATOS en ALMACEN DEUQUESA –DUQUES FASHION GROUP SAS NIT: 901647258-9 DE LA CIUDAD DE PEREIRA;274900;11/05/2023 0:00;11/07/2023;11/07/2023;11/07/2023;NO;;5
1120290;11/09/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;TALLER RODRIGUEZ RECTIFICADORA DE MOTORES;CERRADO-NA;Incumplimiento de la garantía;Servicio;REPARACIÓN DE AUTOMOTOR;4300000;29/07/2023 0:00;18/09/2023;20/09/2023;20/09/2023;NO;;9
555300;8/10/2021;CR BARRANQUILLA;Casas del Consumidor Regional;ATLANTICO;ATLANTICO;BARRANQUILLA;ARREGLO DIRECTO;SIC;Información o publicidad engañosa;Incumplimiento en la entrega de la información mínima del bien o servicio;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;CIRCULO DE VIAJES UNIVERSAL S.A.;CERRADO;Información o publicidad engañosa;Servicio;PLAN DE AHORRO PARA VIAJES;3600000;1/11/2014 0:00;19/10/2021;19/10/2021;19/10/2021;NO;;11
